227;4
129;10
60;6
44;9
204;4
281;3
167;4
220;9
59;5
190;8
29;10
23;4
42;9
248;10
199;6
161;1
243;10
64;0
274;6
132;8
116;7
277;3
213;10
296;2
63;7
133;1
255;7
227;10
119;2
235;6
144;0
63;3
5;9
102;7
246;10
116;10
32;5
220;4
203;0
40;5
144;4
105;8
249;9
99;8
151;4
277;2
63;3
165;9
251;2
91;1
182;5
126;7
91;5
292;2
113;8
77;5
51;8
102;5
158;3
292;10
54;5
300;7
274;0
199;0
3;0
227;0
95;6
223;7
279;0
296;6
34;1
15;5
230;6
214;10
222;10
277;3
115;7
117;1
240;5
249;0
144;6
87;1
57;0
71;4
89;10
107;3
156;8
255;4
198;0
240;2
62;9
280;1
177;5
46;2
112;8
128;4
268;8
119;6
217;9
92;2
197;1
151;1
165;9
78;2
197;2
211;4
154;7
114;1
37;4
96;4
79;6
139;0
143;7
61;2
118;2
205;2
260;7
33;4
111;2
264;7
62;6
258;3
102;8
73;4
295;10
194;7
247;4
77;5
83;8
232;3
226;9
232;3
82;7
72;1
150;1
124;10
152;10
108;10
40;4
36;9
144;0
2;5
192;4
21;5
13;6
263;10
49;3
140;8
45;6
160;2
110;7
196;0
42;7
267;7
90;5
139;2
68;4
250;3
88;1
195;4
230;0
30;10
65;8
29;7
185;8
54;0
259;6
157;6
300;4
275;1
137;5
117;1
164;7
189;3
120;2
300;10
273;8
265;3
143;3
64;7
254;2
233;1
297;3
230;4
288;3
124;8
20;7
255;8
176;2
139;8
272;8
246;2
267;7
113;6
18;4
0;1
244;9
209;4
10;7
240;1
174;8
26;5
197;8
22;8
290;6
161;3
136;4
150;10
27;9
61;9
238;0
242;3
113;1
11;9
103;10
16;4
177;8
70;4
237;9
266;1
128;7
17;0
192;9
78;8
35;4
165;9
61;6
